"UMAP1","UMAP2","label"
5.87345504760742,7.57755756378174,"EmbryonicMesenchyme"
-2.64022517204285,0.376043915748596,"SmallIntestine"
0.198967292904854,11.9329853057861,"CJ7 EB14 Ezh2"
9.20492839813232,20.0990085601807,"FetalPancreas"
-4.4044451713562,0.823139488697052,"MammaryGland Pregnancy"
2.12501239776611,4.07443237304688,"Placenta"
3.01009202003479,6.78103494644165,"FetalKidney"
-3.7481746673584,8.75347518920898,"MesenchymalStemCellsPrimary"
6.75088167190552,14.9311437606812,"TrophoblastStemCells"
6.7893762588501,14.4194889068604,"TrophoblastStemCells"
-5.12043523788452,5.12175989151001,"Lung"
-7.9134316444397,3.00212740898132,"Thymus"
3.54913401603699,4.16548681259155,"NeonatalRib"
5.58391714096069,1.30566084384918,"MammaryGland Virgin CD45"
10.1213474273682,21.396656036377,"FetalKidney"
-4.3304328918457,0.994744837284088,"MammaryGland Pregnancy"
-4.94048166275024,2.89724135398865,"MammaryGland Virgin"
-4.04749870300293,2.45314264297485,"Liver"
4.36133813858032,0.972389280796051,"MammaryGland Virgin CD45"
10.7225151062012,10.3539695739746,"Brain"
4.40179538726807,0.477090716362,"MammaryGland Virgin CD45"
-4.10696601867676,-4.8116307258606,"MammaryGland Involution CD45"
6.14018297195435,21.4015598297119,"FetalLung"
-1.82351422309875,15.6873693466187,"EmbryonicStemCells"
-1.25879073143005,3.80607795715332,"NeonatalRib"
-0.218671962618828,7.11488485336304,"BoneMarrowcKit"
6.80908489227295,14.565975189209,"TrophoblastStemCells"
-4.08811950683594,21.2001361846924,"BoneMarrow"
-0.515197157859802,12.6391201019287,"EB"
4.89343452453613,0.0557743534445763,"MammaryGland Virgin CD45"
15.7305593490601,9.70524120330811,"Testis"
9.74627017974854,21.0172271728516,"FetalLung"
3.63802170753479,7.02561235427856,"FetalPancreas"
-0.135223016142845,10.8600940704346,"CJ7 EB14 Ezh2"
-1.20520102977753,5.83165168762207,"MesenchymalStemCellsPrimary"
4.24806880950928,5.93557453155518,"NeontalBrain"
6.68120670318604,14.8659353256226,"TrophoblastStemCells"
-0.151471048593521,12.4835634231567,"CJ7 EB14 Ezh2"
0.964444279670715,13.9180183410645,"CJ7 EB14 Ezh2"
-4.52784872055054,0.99037766456604,"MammaryGland Pregnancy"
15.117413520813,8.45013904571533,"Testis"
4.08026742935181,18.2391910552979,"MesenchymalStemCells"
-6.26514911651611,8.94766426086426,"NeonatalCalvaria"
1.07917094230652,23.2437553405762,"Prostate"
1.16530418395996,12.7186880111694,"Unannotated"
-0.624512314796448,12.8585071563721,"EB"
-0.932898700237274,2.73002219200134,"Liver"
-0.466661274433136,13.594841003418,"EB"
-0.703802108764648,4.97638320922852,"FetalPancreas"
-2.10833716392517,7.33202171325684,"FetalLiver"
5.804030418396,1.16154623031616,"MammaryGland Virgin CD45"
4.66047191619873,7.07418012619019,"FetalBrain"
-3.79541563987732,8.39058399200439,"MesenchymalStemCellsPrimary"
-0.0598292797803879,13.9277811050415,"EB"
0.536382257938385,14.2264060974121,"EB"
3.87390542030334,17.5368690490723,"MesenchymalStemCells"
5.07857227325439,-0.161413341760635,"MammaryGland Virgin CD45"
5.5734806060791,10.1474781036377,"FetalIntestine"
-3.16586375236511,4.36020135879517,"Lung"
-0.285797595977783,14.2623815536499,"CJ7 EB14 WT"
7.36061382293701,14.8384733200073,"TrophoblastStemCells"
4.16055870056152,5.88432693481445,"NeontalBrain"
-7.84717750549316,3.028080701828,"Thymus"
14.1323194503784,6.08509254455566,"Testis"
-6.21507263183594,17.4761829376221,"BoneMarrowcKit"
-7.92003774642944,2.78007555007935,"Thymus"
-2.29782819747925,4.91542911529541,"NeonatalMuscle"
5.89306592941284,21.6890735626221,"EmbryonicMesenchyme"
-4.32881736755371,20.6204071044922,"BoneMarrowcKit"
-4.6973876953125,4.91128158569336,"Lung"
-6.2362847328186,1.42745006084442,"SmallIntestine"
2.4156448841095,7.28025674819946,"FetalKidney"
-0.447371572256088,0.32366219162941,"Kidney"
8.74268341064453,0.173527002334595,"Pancreas"
1.14099156856537,-7.10009145736694,"MammaryGland Lactation"
-5.78594923019409,18.9381427764893,"BoneMarrowcKit"
3.5247368812561,7.21245574951172,"FetalKidney"
0.618664801120758,11.4364738464355,"EB"
2.68093013763428,5.34648132324219,"Ovary"
-0.07212795317173,14.2397108078003,"CJ7 EB14 WT"
0.710098564624786,9.20949554443359,"Placenta"
1.10169398784637,12.7506608963013,"Unannotated"
-5.34829616546631,-2.32642102241516,"SmallIntestine"
-8.15618991851807,2.86344742774963,"Thymus"
-3.65584635734558,2.03453731536865,"MammaryGland Pregnancy"
6.1498441696167,9.53307819366455,"FetalStomach"
-3.66974902153015,2.25766229629517,"Spleen"
-5.40296697616577,20.7608757019043,"BoneMarrowcKit"
0.467967659235001,11.2115478515625,"EB"
-11.0979347229004,11.9323740005493,"Lung"
3.34768486022949,6.73743677139282,"FetalKidney"
-5.60361528396606,6.61595344543457,"Stomach"
1.98946809768677,7.62643909454346,"Female fetal Gonad"
4.21589326858521,6.87615871429443,"Female fetal Gonad"
3.36713814735413,7.1172022819519,"FetalPancreas"
2.75606417655945,5.33061361312866,"Ovary"
-2.65700793266296,4.99615669250488,"PeripheralBlood"
3.01191973686218,7.98223972320557,"Female fetal Gonad"
-1.5988050699234,10.6851177215576,"CJ7 EB14 Ezh2"
-5.23910093307495,20.7666969299316,"BoneMarrowcKit"
7.16816091537476,14.8127450942993,"TrophoblastStemCells"
-0.482610136270523,12.5901098251343,"CJ7 EB14 Ezh2"
